,X,title,year,runtime,genre1,certificate,rating,director,cast,gross,votes
5468,5468,Dinero caído del cielo,1981,108,Drama,PG,6.5,Herbert Ross,Steve Martin|Bernadette Peters|Jessica Harper|Vernel Bagneris,9179289,4906
5469,5469,Relaciones confidenciales,2002,100,Crime,PG-13,5.5,Daniel Algrant,Al Pacino|Téa Leoni|Ryan O'Neal|Kim Basinger,121972,10721
5470,5470,Así somos,2012,114,Comedy,PG-13,7.1,Alex Kurtzman,Chris Pine|Elizabeth Banks|Michelle Pfeiffer|Olivia Wilde,12412386,40071
5472,5472,Percy Jackson y el ladrón del rayo,2010,118,Adventure,PG,5.9,Chris Columbus,Logan Lerman|Kevin McKidd|Steve Coogan|Brandon T. Jackson,88761720,167922
5473,5473,Percy Jackson y el mar de los monstruos,2013,106,Adventure,PG,5.8,Thor Freudenthal,Logan Lerman|Alexandra Daddario|Brandon T. Jackson|Nathan Fillion,68559554,104246
5474,5474,Perfeição,1985,115,Drama,PG,4.5,James Bridges,John Travolta|Jamie Lee Curtis|Ramey Ellis|Alma Beltran,12918858,4286
5475,5475,Perfect sense,2011,92,Drama,PG,7.1,David Mackenzie,Ewan McGregor|Eva Green|Lauren Tempany|Connie Nielsen,2959,52058
5476,5476,Seduciendo a un extraño,2007,109,Crime,R,5.7,James Foley,Halle Berry|Bruce Willis|Giovanni Ribisi|Richard Portnow,23984949,43002
5477,5477,El perfume: Historia de un asesino,2006,147,Crime,R,7.5,Tom Tykwer,Ben Whishaw|Dustin Hoffman|Alan Rickman|Francesc Albiol,2223293,223426
5478,5478,Doble vida,1998,88,Biography,R,6.3,David Veloz,Ben Stiller|Maria Bello|Jay Paulson|Spencer Garrett,1166199,6672
5479,5479,Recuerdo permanente,1988,91,Drama,PG-13,6.4,Marisa Silver,Alan Boyce|Keanu Reeves|Pamela Gidley|Michael Elgart,1893139,1766
5482,5482,Screen Two,1985,107,Drama,PG-13,7.6,Roger Michell,Amanda Root|Ciarán Hinds|Susan Fleetwood|Corin Redgrave,5462325,9567
5484,5484,Cementerio de animales,2019,101,Horror,PG-13,5.8,Kevin Kölsch,Dennis Widmyer|Jason Clarke|Amy Seimetz|John Lithgow|Jeté Laurence,54724696,61383
5485,5485,El cementerio viviente,1989,103,Horror,R,6.6,Mary Lambert,Dale Midkiff|Denise Crosby|Fred Gwynne|Brad Greenquist,57469467,87905
5486,5486,Cementerio viviente 2,1992,100,Fantasy,R,4.9,Mary Lambert,Edward Furlong|Anthony Edwards|Clancy Brown|Jared Rushton,17092453,18045
5487,5487,Pedro y el dragón Elliot,1977,128,Animation,G,6.4,Don Chaffey,Sean Marshall|Helen Reddy|Jim Dale|Mickey Rooney,40100000,20914
5489,5489,Peter Pan: La gran aventura,2003,113,Adventure,PG-13,6.8,P.J. Hogan,Jeremy Sumpter|Jason Isaacs|Olivia Williams|Lynn Redgrave,48462608,62733
5491,5491,Peter Pan en regreso al país de Nunca Jamás,2002,72,Animation,PG-13,5.8,Robin Budd,Donovan Cook|Blayne Weaver|Harriet Owen|Corey Burton|Jeff Bennett,48430258,17019
5493,5493,Los amigos de Peter,1992,101,Comedy,PG-13,7,Kenneth Branagh,Hugh Laurie|Stephen Fry|Emma Thompson|Kenneth Branagh,4058564,9854
5494,5494,Phantasma,1979,88,Horror,R,6.8,Don Coscarelli,A. Michael Baldwin|Bill Thornbury|Reggie Bannister|Kathy Lester,11988469,29380
5495,5495,Phantasma II: El regreso,1988,97,Action,R,6.5,Don Coscarelli,James Le Gros|Reggie Bannister|Angus Scrimm|Paula Irvine,7282851,12316
5498,5498,Phantoms,1998,96,Horror,PG-13,5.5,Joe Chappelle,Peter O'Toole|Rose McGowan|Joanna Going|Liev Schreiber,5657370,18737
5508,5508,Phoebe en el país de las maravillas,2008,96,Drama,PG-13,7.1,Daniel Barnz,Elle Fanning|Patricia Clarkson|Felicity Huffman|Bill Pullman,73361,7287
5509,5509,Phoenix,1998,107,Crime,R,6.4,Danny Cannon,Ray Liotta|Anthony LaPaglia|Daniel Baldwin|Jeremy Piven,43071,3420
5510,5510,Última llamada,2002,81,Crime,PG,7,Joel Schumacher,Colin Farrell|Kiefer Sutherland|Forest Whitaker|Radha Mitchell,46566212,240362
5511,5511,Contra toda ley,1989,99,Crime,PG,5.2,Michael Crichton,Burt Reynolds|Theresa Russell|Ned Beatty|Kay Lenz,3560932,1478
5512,5512,Pi fe en el caos,1998,84,Drama,PG-13,7.4,Darren Aronofsky,Sean Gullette|Mark Margolis|Ben Shenkman|Pamela Hart,3216970,162562
5514,5514,Picnic en Hanging Rock,1975,115,Drama,PG-13,7.5,Peter Weir,Rachel Roberts|Anne-Louise Lambert|Vivean Gray|Helen Morse,232201,31073
5515,5515,Novio de alquiler,1997,105,Comedy,PG,5.5,Glenn Gordon Caron,Jennifer Aniston|Jay Mohr|Kevin Bacon|Olympia Dukakis,31058643,18059
5517,5517,Retrato de April,2003,80,Comedy,PG,7,Peter Hedges,Katie Holmes|Oliver Platt|Patricia Clarkson|Derek Luke,2528664,19471
5518,5518,Pierrepoint - O Último Carrasco,2005,90,Biography,R,7.4,Adrian Shergold,Timothy Spall|Juliet Stevenson|Eddie Marsan|Ann Bell,21766,4667
5519,5519,La gran película de Piglet,2003,75,Animation,PG-13,6.1,Francis Glebas,John Fiedler|Jim Cummings|Ken Sansom|Peter Cullen,23103423,6299
5527,5527,Superfumados,2008,111,Action,R,7,David Gordon Green,Seth Rogen|James Franco|Gary Cole|Danny McBride,87341380,299792
5528,5528,El cadillac rosa,1989,122,Action,PG-13,5.4,Buddy Van Horn,Clint Eastwood|Bernadette Peters|Timothy Carhart|Tiffany Gail Robinson,12143484,10271
5529,5529,Pink Floyd The Wall,1982,95,Animation,R,8.1,Alan Parker,Bob Geldof|Christine Hargreaves|James Laurenson|Eleanor David,22244207,71846
5531,5531,Pinóquio,2002,108,Comedy,G,4.3,Roberto Benigni,Roberto Benigni|Nicoletta Braschi|Carlo Giuffrè|Mino Bellei,3684305,7322
5534,5534,Piraña,1978,94,Comedy,PG-13,5.9,Joe Dante,Bradford Dillman|Heather Menzies-Urich|Kevin McCarthy|Keenan Wynn,6.00E+06,17474
5535,5535,Piraña 3D,2010,88,Comedy,PG-13,5.4,Alexandre Aja,Elisabeth Shue|Jerry O'Connell|Richard Dreyfuss|Ving Rhames,25003155,82713
5536,5536,Piraña 2 3D,2012,83,Comedy,PG-13,3.7,John Gulager,Danielle Panabaker|Ving Rhames|David Hasselhoff|Matt Bush,376512,37933
5538,5538,Radio encubierta,2009,135,Comedy,PG,7.4,Richard Curtis,Philip Seymour Hoffman|Bill Nighy|Nick Frost|Michael Hadley,7994115,103767
5539,5539,Piratas,1986,121,Adventure,PG,6.1,Roman Polanski,Walter Matthau|Cris Campion|Damien Thomas|Olu Jacobs,1641825,7378
5541,5541,Piratas del Caribe: En el fin del mundo,2007,169,Action,PG,7.1,Gore Verbinski,Johnny Depp|Orlando Bloom|Keira Knightley|Geoffrey Rush,309420425,566158
5542,5542,Piratas del Caribe: El cofre del hombre muerto,2006,151,Action,PG,7.3,Gore Verbinski,Johnny Depp|Orlando Bloom|Keira Knightley|Jack Davenport,423315812,623209
5543,5543,Piratas del Caribe: La venganza de Salazar,2017,129,Action,PG,6.6,Joachim Rønning,Espen Sandberg|Johnny Depp|Geoffrey Rush|Javier Bardem|Orlando Bloom,172558876,237744
5544,5544,Piratas del Caribe: En mareas misteriosas,2011,136,Action,PG,6.6,Rob Marshall,Johnny Depp|Penélope Cruz|Ian McShane|Geoffrey Rush,241063875,455856
5545,5545,Piratas del Caribe: La maldición de la Perla Negra,2003,143,Action,PG,8,Gore Verbinski,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley,305413918,977144
5546,5546,Pitch Black,2000,109,Horror,PG-13,7.1,David Twohy,Radha Mitchell|Cole Hauser|Vin Diesel|Keith David,39240659,216733
5547,5547,Dando la nota,2012,112,Comedy,PG,7.2,Jason Moore,Anna Kendrick|Brittany Snow|Rebel Wilson|Anna Camp,65001093,261789
5548,5548,Dando la nota: Aún más alto,2015,115,Comedy,PG,6.4,Elizabeth Banks,Anna Kendrick|Rebel Wilson|Hailee Steinfeld|Brittany Snow,184296230,133724
5549,5549,Pixels: La película,2015,105,Action,PG,5.6,Chris Columbus,Adam Sandler|Kevin James|Michelle Monaghan|Peter Dinklage,78747585,122728
5550,5550,En un lugar del corazón,1984,111,Drama,PG,7.3,Robert Benton,Sally Field|Lindsay Crouse|Ed Harris|Amy Madigan,34901614,9579
5551,5551,Mejor solo que mal acompañado,1987,93,Comedy,PG,7.6,John Hughes,Steve Martin|John Candy|Laila Robins|Michael McKean,49530280,112463
5552,5552,Planeta 51,2009,91,Animation,PG-13,6,Jorge Blanco,Javier Abad|Marcos Martínez|Dwayne Johnson|Seann William Scott|Jessica Biel|Justin Long,42086887,48167
5555,5555,El planeta de los simios,2001,119,Action,PG-13,5.7,Tim Burton,Mark Wahlberg|Helena Bonham Carter|Tim Roth|Michael Clarke Duncan,180011740,203730
5556,5556,Platoon,1986,120,Drama,R,8.1,Oliver Stone,Charlie Sheen|Tom Berenger|Willem Dafoe|Keith David,138530565,358678
5557,5557,Jugando a tope,1999,124,Comedy,PG-13,5.5,Ron Shelton,Woody Harrelson|Antonio Banderas|Lolita Davidovich|Marie Park,8427204,11166
5558,5558,Playback,2012,98,Horror,R,4.2,Michael A. Nickles,Christian Slater|Ambyr Childers|Toby Hemingway|Jonathan Keltz,252,4526
5560,5560,Jugando con la muerte,1997,94,Crime,PG,5.6,Andy Wilson,David Duchovny|Timothy Hutton|Angelina Jolie|Michael Massee,4052347,7026
5561,5561,Jugando con el corazón,1998,121,Comedy,PG,7,Willard Carroll,Gillian Anderson|Ellen Burstyn|Sean Connery|Anthony Edwards,3956212,18038
5562,5562,Un buen partido,2012,105,Comedy,PG-13,5.7,Gabriele Muccino,Gerard Butler|Jessica Biel|Dennis Quaid|Noah Lomax,13101142,27693
5563,5563,El caliente otoño del 86,1986,102,Comedy,PG-13,4.3,Bob Weinstein,Harvey Weinstein|Daniel Jordano|Matthew Penn|Leon W. Grant|Mary B. Ward,2669366,566
5565,5565,Pleasantville,1998,124,Comedy,PG-13,7.5,Gary Ross,Tobey Maguire|Jeff Daniels|Joan Allen|Reese Witherspoon,40568025,116210
5567,5567,Plenty Uma História de Mulher,1985,121,Drama,PG,6.1,Fred Schepisi,Meryl Streep|Sam Neill|André Maranne|Charles Dance,6148000,2538
5568,5568,Plump Fiction,1997,82,Comedy,PG-13,2.7,Bob Koherr,Tommy Davidson|Julie Brown|Paul Dinello|Sandra Bernhard,71145,3527
5569,5569,Plunket y Macleane,1999,99,Action,PG,6.4,Jake Scott,Robert Carlyle|Jonny Lee Miller|Iain Robertson|Ken Stott,474900,9341
5570,5570,Pocahontas,1995,81,Animation,PG-13,6.7,Mike Gabriel,Eric Goldberg|Mel Gibson|Linda Hunt|Christian Bale|Joe Baker,141600000,157022
5571,5571,Justicia poética,1993,109,Drama,PG-13,6,John Singleton,Janet Jackson|Tupac Shakur|Regina King|Joe Torry,27515786,11565
5572,5572,Le llaman Bodhi,1991,122,Action,R,7.3,Kathryn Bigelow,Patrick Swayze|Keanu Reeves|Gary Busey|Lori Petty,43218387,143892
5573,5573,Point Break (Sin límites),2015,114,Action,PG,5.3,Ericson Core,Edgar Ramírez|Luke Bracey|Ray Winstone|Teresa Palmer,28782481,54920
5574,5574,La asesina,1993,109,Action,R,6.1,John Badham,Bridget Fonda|Gabriel Byrne|Dermot Mulroney|Miguel Ferrer,30038362,23636
5575,5575,Veneno,1991,85,Drama,R,6.5,Todd Haynes,Edith Meeks|Larry Maxwell|Susan Norman|Millie White,609524,3577
5576,5576,Hiedra venenosa,1992,90,Drama,R,5.4,Katt Shea,Drew Barrymore|Sara Gilbert|Tom Skerritt|Cheryl Ladd,1829804,16311
5578,5578,Pokémon 3: El hechizo de los unown,2000,93,Animation,PG-13,5.8,Kunihiko Yuyama,Michael Haigney|Veronica Taylor|Eric Stuart|Rica Matsumoto|Rachael Lillis,17052128,12119
5579,5579,Pokémon 4Ever: Celebi la voz del bosque,2001,75,Animation,G,5.7,Kunihiko Yuyama,Jim Malone|Veronica Taylor|Rica Matsumoto|Rachael Lillis|Ikue Ôtani,1727447,7242
5580,5580,Héroes Pokémon,2002,80,Animation,PG-13,6.1,Jim Malone,Kunihiko Yuyama|Eric Stuart|Madeleine Blaustein|Rachael Lillis|Veronica Taylor,746381,4935
5581,5581,Pokémon 2000: Pokémon 2 el poder de uno,1999,84,Animation,PG-13,6.1,Michael Haigney,Kunihiko Yuyama|Veronica Taylor|Rica Matsumoto|Madeleine Blaustein|Mayumi Izuka,43758684,19403
5583,5583,Pokémon: La película,1998,96,Animation,PG-13,6.2,Kunihiko Yuyama,Michael Haigney|Veronica Taylor|Rachael Lillis|Eric Stuart|Jay Goede,85744662,37296
5584,5584,Loca academia de policía,1984,96,Comedy,PG-13,6.7,Hugh Wilson,Steve Guttenberg|G.W. Bailey|Kim Cattrall|Bubba Smith,81198894,105775
5585,5585,Loca academia de policía 2: Su primera misión,1985,87,Comedy,G,5.8,Jerry Paris,James Signorelli|Steve Guttenberg|Bubba Smith|David Graf|Michael Winslow,55600000,48087
5586,5586,Loca academia de policía 3: De Vuelta a la Escuela,1986,83,Comedy,PG-13,5.4,Jerry Paris,Steve Guttenberg|Bubba Smith|David Graf|Michael Winslow,43579163,39866
5587,5587,Loca academia de policía 4: Los ciudadanos se defienden,1987,88,Comedy,PG-13,5,Jim Drake,Steve Guttenberg|Bubba Smith|Michael Winslow|David Graf,28061343,37922
5588,5588,Loca academia de policía 6: Ciudad sitiada,1989,84,Comedy,PG-13,4.4,Peter Bonerz,Bubba Smith|David Graf|Michael Winslow|Leslie Easterbrook,11567217,26532
5589,5589,Loca academia de policía 7: Misión en Moscú,1994,83,Comedy,PG-13,3.6,Alan Metter,G.W. Bailey|George Gaynes|Michael Winslow|David Graf,126247,29956
5590,5590,Supercop,1992,96,Action,PG-13,6.9,Stanley Tong,Jackie Chan|Michelle Yeoh|Maggie Cheung|Kenneth Tsang,16270600,18070
5591,5591,Impacto inminente,1996,107,Action,PG-13,6.6,Stanley Tong,Jackie Chan|Jackson Lou|Annie Wu|Bill Tung,15318863,17936
5592,5592,Polish Wedding,1998,105,Comedy,PG-13,5.6,Theresa Connelly,Claire Danes|Gabriel Byrne|Lena Olin|Jon Bradford,563143,2996
5593,5593,Pollock. La vida de un creador,2000,122,Biography,PG-13,7,Ed Harris,Ed Harris|Marcia Gay Harden|Robert Knott|Molly Regan,8596914,25829
5595,5595,Poltergeist (Fenómenos extraños),1982,114,Horror,PG-13,7.3,Tobe Hooper,JoBeth Williams|Heather O'Rourke|Craig T. Nelson|Beatrice Straight,76606280,132745
5596,5596,Poltergeist,2015,93,Horror,PG,4.9,Gil Kenan,Sam Rockwell|Rosemarie DeWitt|Kennedi Clements|Saxon Sharbino,47425125,52537
5597,5597,Poltergeist III,1988,98,Horror,PG-13,4.7,Gary Sherman,Heather O'Rourke|Tom Skerritt|Nancy Allen|Zelda Rubinstein,14114488,15910
5599,5599,Pontypool,2008,93,Fantasy,PG-13,6.6,Bruce McDonald,Stephen McHattie|Lisa Houle|Georgina Reilly|Hrant Alianak,3478,27410
5600,5600,Ponyo en el acantilado,2008,101,Animation,PG-13,7.7,Hayao Miyazaki,Cate Blanchett|Matt Damon|Liam Neeson|Tomoko Yamaguchi,15090400,110121
5606,5606,Popeye,1980,114,Adventure,G,5.2,Robert Altman,Robin Williams|Shelley Duvall|Ray Walston|Paul Dooley,49823057,27521
5607,5607,Porky's,1981,94,Comedy,R,6.2,Bob Clark,Dan Monahan|Mark Herrier|Wyatt Knight|Roger Wilson,111289673,35856
5608,5608,Porky's II al día siguiente,1983,98,Comedy,PG-13,5.1,Bob Clark,Dan Monahan|Wyatt Knight|Mark Herrier|Roger Wilson,33759266,10230
5609,5609,Porky's contraataca,1985,92,Comedy,PG,4.8,James Komack,Dan Monahan|Wyatt Knight|Tony Ganios|Mark Herrier,20518905,7262
5610,5610,Porn Star: la leyenda de Ron Jeremy,2001,77,Documentary,R,6.3,Scott J. Gill,Ron Jeremy|William Margold|Al Goldstein|Al Lewis,411897,2256
5612,5612,Poseidón,2006,98,Action,PG-13,5.6,Wolfgang Petersen,Richard Dreyfuss|Kurt Russell|Emmy Rossum|Josh Lucas,60674817,93590
5614,5614,Renegados,1993,111,Western,PG,5.5,Mario Van Peebles,Mario Van Peebles|Stephen Baldwin|Charles Lane|Tommy 'Tiny' Lister,18290000,3751
5615,5615,La posesión,1981,124,Drama,R,7.4,Andrzej Zulawski,Isabelle Adjani|Sam Neill|Margit Carstensen|Heinz Bennent,1113538,21504
5616,5616,Posesión,2002,102,Drama,PG-13,6.3,Neil LaBute,Gwyneth Paltrow|Aaron Eckhart|Jeremy Northam|Jennifer Ehle,10103647,12472
5618,5618,Recién graduada,2009,88,Comedy,G,5.3,Vicky Jenson,Alexis Bledel|Michael Keaton|Carol Burnett|Zach Gilford,6373693,13325
5619,5619,Postal,2007,100,Action,R,4.4,Uwe Boll,Zack Ward|Dave Foley|Verne Troyer|Chris Coppola,18005198,21769
5620,5620,Postales desde el filo,1990,101,Comedy,PG-13,6.7,Mike Nichols,Meryl Streep|Shirley MacLaine|Dennis Quaid|Gene Hackman,37963281,14452
5621,5621,Powder (Pura energía),1995,111,Drama,PG,6.6,Victor Salva,Mary Steenburgen|Sean Patrick Flanery|Lance Henriksen|Jeff Goldblum,30862146,27427
5623,5623,Poder,1986,111,Drama,PG,5.7,Sidney Lumet,Richard Gere|Julie Christie|Gene Hackman|Kate Capshaw,3800000,2549
5624,5624,Prácticamente magia,1998,104,Comedy,PG,6.3,Griffin Dunne,Sandra Bullock|Nicole Kidman|Stockard Channing|Dianne Wiest,46683377,67620
5625,5625,Prancer,1989,103,Drama,PG-13,6.4,John D. Hancock,Sam Elliott|Cloris Leachman|Rutanya Alda|Abe Vigoda,18587135,4120
5628,5628,Precious,2009,110,Drama,PG-13,7.3,Lee Daniels,Gabourey Sidibe|Mo'Nique|Paula Patton|Mariah Carey,47395661,101386
5630,5630,Depredador,1987,107,Action,R,7.8,John McTiernan,Arnold Schwarzenegger|Carl Weathers|Kevin Peter Hall|Elpidia Carrillo,59735548,351912
5631,5631,Depredador 2,1990,108,Action,R,6.3,Stephen Hopkins,Danny Glover|Gary Busey|Kevin Peter Hall|Rubén Blades,30669413,137276
5632,5632,Predators,2010,107,Action,PG,6.4,Nimród Antal,Adrien Brody|Laurence Fishburne|Topher Grace|Alice Braga,52000688,203136
5633,5633,Predestination,2014,97,Action,PG,7.5,Michael Spierig,Peter Spierig|Ethan Hawke|Sarah Snook|Noah Taylor|Madeleine West,68372,231431
5634,5634,Prefontaine,1997,106,Biography,PG-13,6.8,Steve James,Jared Leto|R. Lee Ermey|Ed O'Neill|Breckin Meyer,532190,6605
5635,5635,Hechizo de un beso,1992,105,Comedy,PG-13,5.6,Norman René,Meg Ryan|Alec Baldwin|Kathy Bates|Ned Beatty,20006730,7298
5636,5636,Sin frenos,2012,91,Action,PG,6.5,David Koepp,Joseph Gordon-Levitt|Michael Shannon|Dania Ramirez|Sean Kennedy,20275446,106321
5637,5637,Premonition (7 días),2007,96,Drama,PG-13,5.9,Mennan Yapo,Sandra Bullock|Julian McMahon|Amber Valletta|Shyann McClure,47852604,70264
5638,5638,Presunto inocente,1990,127,Mystery,PG-13,6.9,Alan J. Pakula,Harrison Ford|Raul Julia|Greta Scacchi|Brian Dennehy,86303188,35176
5639,5639,La pequeña,1978,110,Drama,R,6.6,Louis Malle,Brooke Shields|Keith Carradine|Susan Sarandon|Frances Faye,5786368,9113
5640,5640,Dulce persuasión,2005,104,Comedy,PG-13,6.5,Marcos Siega,Evan Rachel Wood|Ron Livingston|James Woods|David Wagner,305688,9607
5641,5641,Pretty Woman,1990,119,Comedy,PG-13,7,Garry Marshall,Richard Gere|Julia Roberts|Jason Alexander|Laura San Giacomo,178406268,267042
5643,5643,La chica de rosa,1986,97,Comedy,PG-13,6.8,Howard Deutch,Molly Ringwald|Jon Cryer|Harry Dean Stanton|Annie Potts,40471663,69267
5645,5645,Prey for Rock & Roll,2003,104,Drama,R,6.2,Alex Steyermark,Gina Gershon|Lori Petty|Marc Blucas|Drea de Matteo,58040,1845
5646,5646,Price of Glory,2000,118,Drama,PG-13,6.3,Carlos Avila,Jimmy Smits|Maria del Mar|Jon Seda|Clifton Collins Jr.,3434515,771
5647,5647,Ábrete de orejas,1987,105,Biography,R,7.3,Stephen Frears,Gary Oldman|Alfred Molina|Vanessa Redgrave|Wallace Shawn,1654743,5322
5648,5648,Orgulho,2007,104,Drama,G,6.1,Sunu Gonera,Terrence Howard|Bernie Mac|Kimberly Elise|Tom Arnold,7036608,5989
5649,5649,Pride & Prejudice (Orgullo y prejuicio),2005,129,Drama,G,7.8,Joe Wright,Keira Knightley|Matthew Macfadyen|Brenda Blethyn|Donald Sutherland,38405088,235585
5650,5650,Cuestión de honor,2008,130,Crime,PG-13,6.6,Gavin O'Connor,Edward Norton|Colin Farrell|Noah Emmerich|Jon Voight,15709385,57537
5651,5651,Pride and Prejudice,2003,104,Comedy,PG,5.1,Andrew Black,Kam Heskin|Orlando Seale|Lucila Solá|Benjamin Gourley,377271,2342
5652,5652,Orgullo + Prejuicio + Zombis,2016,108,Action,PG,5.8,Burr Steers,Lily James|Sam Riley|Jack Huston|Bella Heathcote,10907291,47639
5653,5653,El sicario de Dios,2011,87,Action,PG,5.7,Scott Stewart,Paul Bettany|Cam Gigandet|Maggie Q|Karl Urban,29136626,109938
5654,5654,Priest,1994,105,Drama,R,7,Antonia Bird,Linus Roache|Tom Wilkinson|Robert Carlyle|Cathy Tyson,4176932,9331
5657,5657,Las dos caras de la verdad,1996,129,Crime,R,7.7,Gregory Hoblit,Richard Gere|Laura Linney|Edward Norton|John Mahoney,56116183,168674
5658,5658,Primary Colors,1998,143,Comedy,PG-13,6.6,Mike Nichols,John Travolta|Emma Thompson|Kathy Bates|Larry Hagman,38966057,26386
5659,5659,Secretos compartidos,2005,105,Comedy,G,6.2,Ben Younger,Uma Thurman|Meryl Streep|Bryan Greenberg|Jon Abrahams,22827153,38530
5667,5667,Primer,2004,77,Drama,PG-13,6.9,Shane Carruth,Shane Carruth|David Sullivan|Casey Gooden|Anand Upadhyaya,424760,91552
5668,5668,Cocodrilo (Un asesino en serie),2007,93,Action,R,4.8,Michael Katleman,Dominic Purcell|Orlando Jones|Brooke Langton|Jürgen Prochnow,10597734,12398
5669,5669,El príncipe de las tinieblas,1987,102,Horror,R,6.7,John Carpenter,Donald Pleasence|Lisa Blount|Jameson Parker|Victor Wong,14182492,33727
5670,5670,Prince of Persia: Las arenas del tiempo,2010,116,Action,PG,6.6,Mike Newell,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley|Alfred Molina,90759676,259533
5671,5671,El príncipe de la ciudad,1981,167,Crime,PG-13,7.5,Sidney Lumet,Treat Williams|Jerry Orbach|Richard Foronjy|Don Billett,8124257,6583
5672,5672,La princesa Caraboo,1994,97,Comedy,PG-13,6,Michael Austin,Phoebe Cates|Jim Broadbent|Wendy Hughes|Kevin Kline,3021629,2326
5675,5675,Presidio,1987,102,Crime,R,5.8,Renny Harlin,Lane Smith|Viggo Mortensen|Chelsea Field|Lincoln Kilpatrick,354704,3591
5678,5678,El prisionero de las montañas,1996,99,Drama,PG-13,7.5,Sergei Bodrov,Oleg Menshikov|Sergey Bodrov|Susanna Mekhraliyeva|Jemal Sikharulidze,661361,3976
5679,5679,La recluta Benjamín,1980,109,Comedy,R,6.2,Howard Zieff,Goldie Hawn|Eileen Brennan|Armand Assante|Robert Webber,69847348,22054
5680,5680,La primera lección,1981,87,Comedy,PG-13,5.2,Alan Myerson,Sylvia Kristel|Howard Hesseman|Eric Brown|Patrick Piccininni,26279000,3048
5681,5681,Partes privadas,1997,109,Biography,R,6.9,Betty Thomas,Howard Stern|Mary McCormack|Robin Quivers|Fred Norris,41198146,32575
5682,5682,Punto de recreo,1985,82,Comedy,PG-13,5.3,George Bowers,Rob Morrow|Johnny Depp|Emily Longstreth|Karyn O'Bryan,331816,7194
5683,5683,Escuela privada... para chicas,1983,89,Comedy,PG,5.3,Noel Black,Phoebe Cates|Betsy Russell|Matthew Modine|Michael Zorek,14049540,5367
5685,5685,El honor de los Prizzi,1985,130,Comedy,PG-13,6.7,John Huston,Jack Nicholson|Kathleen Turner|Robert Loggia|John Randolph,26700000,21479
5686,5686,Este chico es un demonio,1990,81,Comedy,PG-13,5.4,Dennis Dugan,Michael Oliver|John Ritter|Jack Warden|Gilbert Gottfried,53470900,26669
5687,5687,Este chico es un demonio 2,1991,90,Comedy,PG,4.9,Brian Levant,John Ritter|Michael Oliver|Jack Warden|Laraine Newman,25104700,19644
5689,5689,Project X,2012,88,Comedy,R,6.6,Nima Nourizadeh,Thomas Mann|Oliver Cooper|Jonathan Daniel Brown|Dax Flame,54731865,180638
5690,5690,Proyecto X,1987,108,Comedy,PG-13,6.1,Jonathan Kaplan,Matthew Broderick|Helen Hunt|Willie|Okko,18532286,9693
